,date,trx_id,user_id,trx_type,merchant_id,product_id,amount
21,2025-09-01,7e6251b7-52aa-4d2e-bda3-3f1b2875a941,2dd98f67-deec-4382-a457-a79f646216cb,T,CA-2017-101798,OFF-BI-10000050,-63.67
22,2025-09-01,91c9ed4c-a59a-4e03-b532-39832f3d2ce6,b579aa83-1d87-4030-bd5f-b2064ffc357a,T,US-2015-159982,OFF-ST-10001590,-242.82
23,2025-09-01,7a9b2877-dbb1-42e4-80c1-c574addc20e6,2e8390c2-73af-4911-b94e-e31fe3b434e4,T,US-2015-159982,FUR-FU-10002505,-229.9
24,2025-09-01,029d955d-28fc-43f5-94be-8daf0c83e017,a883af30-a13f-4200-ab3d-d76ba668f216,T,CA-2016-152156,FUR-CH-10000454,-759.9
25,2025-09-01,637d2cec-0d26-4063-ab59-4864b3031f21,48769aa8-7916-4c6c-9c97-f7427328d3aa,T,CA-2015-129476,TEC-AC-10000844,-66.99
26,2025-09-01,87af9113-7223-4692-a9a7-d5d15f1bb100,a6e267d0-6aee-4f11-b880-59eb0a318b8f,T,US-2015-150630,OFF-BI-10000474,-721.72
27,2025-09-01,06c88be2-2034-4911-80e9-8cb1d5fee8bd,d503c7ef-46d4-42f5-aa4c-227584616b3a,T,CA-2015-110744,OFF-ST-10003656,-334.57
28,2025-09-01,b1ccca60-8f2b-4c7c-9e90-0e88ead39122,59f79837-e2f4-4e33-82aa-885abaf694e5,T,CA-2016-166674,OFF-AR-10001953,-653.96
29,2025-09-01,e47e6020-af6f-4f62-b05c-dcac574cf714,45522f6d-89bf-4dd2-b072-be3a96994e0d,T,CA-2016-130162,OFF-ST-10001328,-800.33
30,2025-09-01,d4bf8f5a-f36a-4248-a351-6b7774b220ac,c79b6062-9b18-4840-aba4-ab6cfaf0c3cf,T,CA-2016-109806,OFF-AR-10004930,-959.36
31,2025-09-01,6343f870-dd41-4db8-bbfc-3cab6f29e933,bc827ad1-6e0c-4c7b-9d12-7287d708bd17,T,US-2017-134481,FUR-TA-10004915,-765.65
32,2025-09-01,af2fa311-1e45-4dde-8e62-ee954e39d7e8,616a6f5d-0d61-49a2-8a1a-e34a9046f78c,T,CA-2016-110772,FUR-BO-10004709,-475.49
33,2025-09-01,13484fb1-30d3-4a78-b313-ccedc4bf2428,b2a2da23-07d4-40be-879a-f442fddf2464,T,CA-2014-131926,FUR-CH-10004063,-922.35
34,2025-09-01,5299b3d8-d9d6-42a6-902f-13313413f823,43b5d6da-2652-474d-9845-adf85af29a5b,T,CA-2015-146262,TEC-PH-10002844,-105.56
35,2025-09-01,edd38783-932d-4fbd-aced-8a5d34bd65dd,b61ff1b6-8b28-4504-a70d-03e5f977c304,T,CA-2017-135860,OFF-FA-10000134,-261.12
36,2025-09-01,673956e4-fae9-480f-8ece-b32d7ab2c642,b57c46ee-9f62-4d19-88ad-2e21ed07a062,W,,,-854.56
37,2025-09-01,bbb36024-cdc4-4fc9-a0cc-5b09d32e858c,e9af6305-120b-4f1c-8785-8be6f4c4a16e,T,CA-2017-106180,OFF-AR-10000940,-881.78
38,2025-09-01,96331657-197a-4ca7-b95f-3a2bb312adbf,4695f413-788d-4570-9c3a-ff99e69911e7,T,US-2014-156216,OFF-BI-10001679,-967.15
39,2025-09-01,66cce602-d935-4adb-8bb7-8e95d226e897,b068c4ad-cba0-4a6c-af54-c92c0f9c6508,T,CA-2014-115259,OFF-PA-10004965,-584.38
40,2025-09-01,8522277d-4df8-4047-98b8-83c8475205fa,33a1ea31-23d8-4cff-824f-9f0f430fd618,T,CA-2016-138520,OFF-AR-10002399,-702.28
41,2025-09-01,90fa7bfb-2102-465c-b827-69d117d37e84,342c1117-0f46-4477-ae9e-2ff30c1cca77,T,CA-2016-145583,OFF-PA-10001736,-681.13
42,2025-09-01,0875949d-716a-4607-8389-d8bdb2b5acdf,fb31049a-0eae-44af-92a7-759a3bc2430b,T,US-2017-164147,OFF-PA-10002377,-737.1
43,2025-09-01,0eb6e5e2-4d0e-4c1c-be8f-b680c347b01f,af3dea9d-2123-4876-a5b8-70dbedd9f57a,T,CA-2014-115259,OFF-PA-10004965,-784.12
44,2025-09-01,103e53a3-6e57-4779-b396-74c2587dc4ec,30345dad-1560-439c-80e0-769f53fba61f,T,CA-2017-136826,OFF-AR-10003602,-798.58
45,2025-09-01,3c2be1f2-387d-4e31-8a53-c6611f454685,ea3161d5-17b1-44f2-8404-6009ff4c5f8d,T,US-2015-161991,OFF-BI-10004967,-344.22
46,2025-09-01,0d9fe174-b156-4802-bc5f-172c5f5f11b1,19603310-dfe4-4013-81a0-62e21ae01401,T,CA-2016-110366,FUR-FU-10004848,-322.11
47,2025-09-01,6673986c-4237-4c09-b517-43876f3f3269,a4a4426d-eeb7-41d1-8c62-afdeb2a5418d,T,CA-2017-101798,TEC-AC-10001998,-963.2
48,2025-09-01,242db0fd-3ae9-4f19-985a-faa70f2723ad,ff4d7a7c-c41f-4a38-939d-5dad7001cdc0,T,CA-2017-110478,OFF-EN-10000483,-255.4
49,2025-09-01,2adae58b-691e-4363-8581-37b950e7dfa0,e8d871a6-20ab-4740-a6c2-f30c15b16d58,T,US-2015-161991,TEC-PH-10001760,-749.83
50,2025-09-01,f06c17bf-3a3d-4b99-9512-ecb492024d7e,66e0fa61-cd36-4902-a028-6ae47f9df037,T,CA-2016-166674,OFF-AR-10003156,-736.77
51,2025-09-01,805c288a-ec58-4828-9d03-a252d1c43eb8,031f655d-13ae-42bf-bd2d-06eae79b4e3a,T,CA-2016-145583,OFF-PA-10001804,-224.2
52,2025-09-01,ce6b03e7-9e31-43a0-8d04-8504f68618e1,d0c865ae-3300-4e7b-8aa2-1f7fd5cde08e,T,CA-2016-121755,OFF-BI-10001634,-620.33
53,2025-09-01,393c0290-ea55-492d-bc89-fa4e81574f57,5a4b6ff5-654a-4029-b260-3d7cc48224da,T,CA-2014-134677,TEC-AC-10001445,-240.49
54,2025-09-01,745aa2e6-4950-41ed-abe6-c0fc1e3bd8fe,7dfff04b-a6b0-439f-964a-91f3bc26b65b,T,CA-2014-122336,OFF-AR-10000122,-716.95
55,2025-09-01,fa44ead9-1467-4dd3-9bd9-dc7d302c0ec8,abc9ed13-90a9-4d27-b5c5-9691ff71bba1,T,CA-2016-155516,OFF-BI-10002412,-589.82
56,2025-09-01,8f135e9b-3d8a-4f98-9928-880c7d312218,453987a0-5d97-46be-8c6d-63b4369fd0b5,T,CA-2014-111451,FUR-CH-10001891,-567.86
57,2025-09-01,fab22094-2085-482b-9b4e-f3dceb10a4f7,9b262994-d222-4709-bc38-3154244effd1,T,CA-2016-103891,TEC-PH-10000149,-204.68
58,2025-09-01,a2f1a9d3-eb98-4377-a079-6ed02fb465f6,5c73df40-8ef1-42fe-b2e2-a1d80fbb1ebe,T,US-2017-145366,OFF-ST-10004180,-372.28
59,2025-09-01,e5ea216c-b0c6-4f41-8790-1f9e8b06455b,7fa87958-24db-4fba-a26c-711d9b6c860b,T,CA-2017-142636,FUR-CH-10001891,-378.52
60,2025-09-01,b0adacc0-a442-4843-b0a1-c4eaa9042f2e,a9ffb45a-fc11-4986-852b-8567c04967e3,T,US-2015-145436,FUR-CH-10004860,-50.25
61,2025-09-01,eb37278e-fb1a-40ee-bfee-ad1b3989b4fa,96e707ff-b927-45bf-8d1d-c83595fe8fb5,T,CA-2017-106180,OFF-EN-10004030,-789.47
62,2025-09-01,645a881a-b41d-476b-aa66-7539d3989273,706ac89a-1549-4143-aa11-1267abbd1dd2,T,CA-2015-169397,OFF-AR-10001958,-411.56
63,2025-09-01,271bb4e3-7525-4d9c-b4b3-dc9c9c8faa3e,58e46a76-f62f-467b-8757-6f3777ccfce5,T,CA-2015-169397,OFF-FA-10000585,-532.31
64,2025-09-01,5160bdf4-6d40-42d9-9885-1782092df87d,58ab5b2c-b810-4aa7-9b07-2e1404ca374f,T,CA-2016-142545,OFF-PA-10004243,-729.14
65,2025-09-01,407fa68f-b913-42bc-8730-31ccfd655d04,603f5218-d566-44d1-8fb1-6685df50251e,T,CA-2017-101798,OFF-BI-10000050,-183.95
66,2025-09-01,0f5c1181-84c7-40ed-bfd1-0975a6489e14,4a11d7b1-c0fd-4eff-99e0-9d4b4c81cf4d,W,,,-152.37
67,2025-09-01,1720a184-f7a6-49c6-a99d-a6c0800b2b35,8602b39e-ce94-434b-9d8b-fb213d026028,T,CA-2015-106320,FUR-TA-10000577,-101.5
68,2025-09-01,8bc0fa4b-6b6a-46da-b8e0-8ab96e7d1772,044b2da7-c5c7-440f-9fa4-fc783d9c63c3,T,CA-2017-132976,OFF-PA-10000673,-940.6
69,2025-09-01,e7e94bc6-819d-45cd-9898-650e94aca07d,ad3ee64d-ba98-4132-bea7-3f921085656d,T,US-2015-120712,OFF-ST-10000107,-74.99
70,2025-09-01,a6abacf6-5925-4a90-82e3-6ca5c65defc2,7f0e5e22-626d-4d92-9bc0-4b3e83539079,T,CA-2014-140004,OFF-AR-10004685,-411.26
71,2025-09-01,47a4e255-937f-4469-870c-0f79a040201b,cbf7bad6-551b-44b7-968a-748c874f6bd6,T,CA-2016-147375,OFF-PA-10001970,-711.81
72,2025-09-01,3807add8-5e66-4ac2-91a6-9f355cb33edd,226f3894-6033-47aa-8a3c-5bba6fd2cbd7,T,CA-2016-142545,OFF-BI-10002706,-612.6
73,2025-09-01,e8095309-d568-4f62-ad7e-c1231ec56630,33cc25a0-7d84-4d8a-a12b-69137b2628ab,T,CA-2015-101007,TEC-AC-10001266,-907.79
74,2025-09-01,6906d5be-8c3d-4de3-bf6c-5731af79629d,3056f2cf-6d49-4845-86c9-7a4baf6ac571,T,CA-2014-115259,OFF-FA-10000621,-70.85
75,2025-09-01,748bf057-f0e9-4426-bcfb-f015fd2e82e1,7f0e5e22-626d-4d92-9bc0-4b3e83539079,T,CA-2016-142545,FUR-FU-10001861,-787.18
76,2025-09-01,a21addc8-7fc5-42a4-9b20-0e89303ed299,68f94328-8574-473e-9169-ddf33635f0d0,T,CA-2015-146262,TEC-PH-10002844,-638.54
77,2025-09-01,eeff6bcb-22b5-4e73-887c-5d7db96eb8cc,b0cedc84-11f0-4e2e-82ed-c4a6aad1d905,T,CA-2017-154816,OFF-PA-10003845,-759.34
78,2025-09-01,dd67decc-7a9d-456e-8614-ed13eb686e3a,ae1bf8a3-f873-4c53-bda7-9524da71e125,T,CA-2015-137946,OFF-BI-10004140,-816.5
79,2025-09-01,89f1d13b-53ab-47dd-8f50-b9f3aa202b57,e3ee169f-34e9-452e-83f4-b12c39a91ed1,T,CA-2016-145583,OFF-PA-10001736,-246.0
80,2025-09-01,9b41844e-7337-40eb-96c0-10a55fe1b937,82309344-faf1-4a4b-be5a-82041ac3ec32,T,CA-2016-129714,OFF-BI-10002160,-191.86
81,2025-09-01,069def38-ee67-46ff-b5b5-91ed4d47e247,176fb240-7481-4ca9-a79f-cde6064f0190,T,CA-2017-135860,OFF-BI-10003274,-940.51
82,2025-09-01,587e9053-7cfd-4611-8dbc-97a34f26faad,cb182b4d-6ac8-4ee2-885d-2c588ce6cbdf,T,CA-2016-129714,TEC-AC-10000290,-680.19
83,2025-09-01,85d515f1-fef6-4fbd-ba44-a8b3b26714f7,7e5e3e10-61c8-4e7f-b269-620ae4902c2e,T,CA-2016-138520,OFF-AR-10002399,-643.62
84,2025-09-01,8939c14e-85fa-41b9-aadb-aaa9a83573f3,7922d951-4dc6-427d-802b-73e6a32a7901,T,CA-2016-159695,OFF-ST-10003442,-74.55
85,2025-09-01,c0c34d22-e68c-41d5-87ef-de4b8ecdd70f,0d1bc1c2-b846-4f9e-9d18-684c5bd3c3a4,T,US-2014-150574,OFF-BI-10000773,-143.6
86,2025-09-01,4915b1dc-6a58-4db5-b197-9e3838776f27,17a6c6a2-cd40-44a8-9372-abb6dd7d3344,T,CA-2014-130960,OFF-AR-10003651,-807.55
87,2025-09-01,0447b04e-3048-49dc-99b8-0271030804c0,95f8dffb-d068-43e5-85fc-abaaf4e34510,T,CA-2015-144253,FUR-FU-10002671,-397.73
88,2025-09-01,52b8e16a-b5d3-4213-8948-9b05c43c6a6f,04f7356e-f2c1-478e-b74e-6376879a3f1e,T,CA-2014-115259,OFF-PA-10004965,-305.14
89,2025-09-01,b7dc0cbe-0c4b-486b-91d5-ba79f7dced55,d6cc19ea-528c-4f86-84d6-442f7ddd95eb,T,CA-2014-111003,OFF-AR-10002135,-868.1
90,2025-09-01,24898aee-4a0e-42d0-94ec-5a754b220cf3,ce947a3a-0f66-4397-a233-d1fa968d669f,W,,,-762.95
91,2025-09-01,3dea1cac-75f2-4f70-91cf-720438aac474,b9accaa1-27cd-4383-8471-b54a6f71a6d5,T,CA-2015-117415,FUR-BO-10002545,-700.33
92,2025-09-01,795bf87d-5269-4ce0-9b05-33bbcdc8a0cd,2943a771-699f-4e36-a78e-9235a5dd6d13,T,CA-2016-130162,TEC-PH-10002563,-547.82
93,2025-09-01,dd49306f-bd81-4a10-b834-9d0f098c0119,91ccf540-d000-4de1-bbde-dbe3b5fa87ca,T,CA-2017-134306,OFF-PA-10000249,-554.31
94,2025-09-01,84885734-9a45-4c6e-acc4-d29f8aad9479,406768b1-c927-484f-a18a-8004fcfd1591,T,CA-2016-158568,OFF-BI-10002609,-281.12
95,2025-09-01,1b076759-f9fc-4b0f-9dce-dd4f990f9102,44bb0521-2bf9-4a0d-9125-b56723cabe4e,T,CA-2015-135545,OFF-BI-10001078,-773.47
96,2025-09-01,c8399c7e-4d16-4e62-98d3-af575ef602ba,e8d871a6-20ab-4740-a6c2-f30c15b16d58,T,CA-2014-122336,OFF-BI-10003656,-610.6
97,2025-09-01,0ef6de29-b085-4b5d-b680-9ec4f632314c,ac7dfc2b-a135-48b2-9bf3-9f004a5c41a0,T,CA-2017-155705,FUR-CH-10000015,-244.6
98,2025-09-01,6eb7f2d6-4162-4fa9-a189-1cf15a08c659,447039b9-b6d4-49c9-84df-b7112e8f95fe,T,CA-2015-146262,TEC-MA-10000864,-407.41
99,2025-09-01,6b38c4e1-3169-4193-8258-58b35329c43c,68f94328-8574-473e-9169-ddf33635f0d0,T,CA-2015-169397,OFF-PA-10004000,-816.74
100,2025-09-01,3b195764-1070-4b3d-b3ad-7f5dd30f87c3,760140ad-0d6b-4145-ab71-91ad6be07e03,T,US-2016-123750,OFF-BI-10004584,-675.9
101,2025-09-01,3ce89dcd-4efc-4b50-853f-0175f8bee517,721c9595-0ced-43e4-99ee-3f62c97c29b3,T,CA-2017-149160,OFF-BI-10001543,-415.88
102,2025-09-01,0b4fb9e4-9f38-43c8-98eb-6ef42924e728,2f7d900d-57ac-43af-b7c3-5b8e29b80d2a,T,US-2017-107272,OFF-ST-10002974,-976.34
103,2025-09-01,cbc732ae-77b4-401d-b934-a2ab45c3a840,0f8ea5cc-ea13-468b-a8ff-d4ad1ae12a64,T,CA-2015-130890,FUR-TA-10002903,-36.67
104,2025-09-01,cb8f6365-97ba-4ecf-b6ec-db462874c55a,e9c8cf0f-148b-4269-a6e2-e5f3a2d9a0eb,T,CA-2015-146262,FUR-BO-10004695,-878.12
105,2025-09-01,701ca0ab-1bf2-47e3-b114-1a422155a368,1293942e-faff-4b64-be9c-68c3fbbd2c34,T,CA-2016-128867,OFF-AR-10000380,-226.2
106,2025-09-01,b2437fd0-af9e-451c-8200-6faefed9b95e,466ffb84-7503-4f63-a2dc-c024d194974c,T,CA-2017-105074,OFF-PA-10002666,-779.43
107,2025-09-01,6b223c56-1d9d-46e1-ba02-52a650d1a052,49ac4bef-6c39-4226-8fb8-0601ec085ecc,T,CA-2014-111003,OFF-BI-10001072,-173.34
108,2025-09-01,a624a0dd-5822-47bc-b11c-9b823d6f11f4,1ff9807a-1821-4310-a2da-58a74c007a47,T,CA-2016-157749,FUR-FU-10002505,-422.16
109,2025-09-01,cd02d2ee-ccb1-452d-8b57-e60ee161c721,acc90f2b-f05a-403a-9a80-ab8b503f2b16,T,US-2017-124303,OFF-BI-10000343,-43.35
110,2025-09-01,a3ea7b9f-4f33-4bf7-a5fa-c3c9ca080d3d,b2764c5d-2429-469e-827f-92b7c3a68ebb,T,CA-2016-111682,OFF-ST-10000604,-466.86
111,2025-09-01,fd53c49d-5c22-4173-a555-d808bf9ae1c3,e70cfb8e-fe44-4c79-a86d-a431c3549b6b,T,CA-2015-154144,OFF-PA-10004071,-849.55
112,2025-09-01,c7ee6949-de1f-413c-8bbe-c7b4bc290b4f,f8805daf-1056-4e80-ab20-e0e6ec984833,T,CA-2017-110478,OFF-AR-10001573,-17.97
113,2025-09-01,8ce4cd16-3585-46a2-89e2-908aa11f7e9f,0b2f03da-cfc8-49dd-8676-601e72d27613,T,CA-2014-113362,OFF-ST-10001809,-144.75
114,2025-09-01,eb82132b-995a-4f2d-932c-e7a058bd726c,1b79df1b-9659-47e2-8bc0-42256414ee8c,T,CA-2014-115812,OFF-AR-10002833,-12.59
115,2025-09-01,18642885-4112-43f4-97fd-c2e205c65203,848f19fb-008e-4474-88f0-cc3cbf150749,T,CA-2017-157252,FUR-CH-10003396,-346.7
116,2025-09-01,2baaef28-da5b-48d5-8347-0b9596b2d7ac,c4738aed-2760-4318-bf13-82e9fc51819c,T,CA-2015-109638,OFF-BI-10001098,-338.3
117,2025-09-01,6ac336af-ad79-43fa-817b-f7c04b9a788a,5b414db5-00d8-456d-b2b1-9b030d6652c2,T,CA-2016-138520,OFF-AR-10002399,-758.15
118,2025-09-01,afcac396-67f0-41c5-9778-5f82ec2519b5,7315d810-64bb-4399-863f-dfae3efa2503,T,CA-2015-137946,OFF-BI-10004140,-564.28
119,2025-09-01,6e09a8bb-9ea6-4fb7-a23a-12eb5a0b1c32,0127cc51-a89a-4f0a-afed-061ce2bce2be,T,US-2014-135972,TEC-PH-10003012,-611.98
120,2025-09-01,536db84d-6594-4c84-b783-21969592d2ae,df681509-bf91-49fd-8cbf-a01502d1b520,T,CA-2016-157749,OFF-AR-10004685,-265.23
121,2025-09-01,e7f7c46a-e851-4454-a582-0fde102dcbce,a08236ca-5471-4bde-ba77-3273d98208ad,T,CA-2015-115742,OFF-LA-10002762,-829.64
122,2025-09-01,c8f53ca3-2f24-4dc8-ae5a-bb7932750aa6,2eddb184-cc2e-4d45-aaf8-8868492b911d,T,CA-2016-134775,OFF-PA-10004734,-742.93
123,2025-09-01,b960d2e7-551d-445d-a2a3-c6909bf603e0,20f59acc-a431-48a8-a513-8476ca6ade63,T,US-2015-150630,FUR-FU-10004848,-137.16
124,2025-09-01,d204a529-9ed5-4362-8bd5-f615c7df8593,1cbb9370-5e9b-4d17-9523-8e5456956fb7,T,CA-2016-152156,FUR-CH-10000454,-957.0
125,2025-09-01,4f22ff9c-9edf-4099-bbff-3f70ba67c962,5ea0f412-5de5-476c-aab2-e428a34d55ae,T,CA-2015-134782,OFF-EN-10001434,-215.4
126,2025-09-01,50acb33b-57eb-4ef1-852f-c73b5cc4c273,e770ec1d-e3fd-436e-ae59-d231cf28975b,T,CA-2016-127369,OFF-ST-10003306,-210.81
127,2025-09-01,049ec7ce-fbc0-4223-abf0-56e3eb0575bb,6b21ecb7-e2dd-4ccf-834e-054400e59e7a,T,US-2016-141544,OFF-BI-10001524,-600.93
128,2025-09-01,94382987-f674-4550-8cf0-1b8bbaba1e78,33a727da-438f-4112-b1af-2ca8402aef27,T,CA-2016-119823,OFF-PA-10000482,-406.42
129,2025-09-01,6c245f96-595f-414a-9e7c-c8f97eea433a,f19d90c1-45f6-44ee-a1e8-a15f8f404613,T,CA-2016-159695,OFF-ST-10003442,-58.82
130,2025-09-01,541602ac-15ff-4b06-a729-09a51c21f424,82eab614-803e-403b-a88d-9786f0fbc22e,D,,,656.6
131,2025-09-01,f776f961-96ea-42bd-b918-ffca6bb6244b,e9897ca2-f02d-4199-adc8-6c4ea83aca5a,T,CA-2016-142545,OFF-BI-10002706,-299.48
132,2025-09-01,33bc7c94-4ee1-4c60-a1d3-f8bdf1211d75,ed37396b-d912-48f1-a339-1d85cc6506fb,T,CA-2015-130883,TEC-AC-10001956,-425.81
133,2025-09-01,4d329156-32bd-4b07-9e66-c74a4180deee,7b988459-75cc-41eb-a781-0c20805af57d,T,US-2015-108966,FUR-TA-10000577,-183.17
134,2025-09-01,2e899fdd-5f98-4421-be06-f775ec09c4c3,aa1ea4b9-847b-4995-b8d0-30abdabee015,T,CA-2016-155516,FUR-BO-10002545,-611.89
135,2025-09-01,c939958d-7a3e-4da3-962d-5327dbd77d4a,1691bcb4-937a-4a63-9591-d9c1c1ce5948,T,CA-2017-130043,OFF-PA-10002230,-135.23
136,2025-09-01,b8b96554-248f-4564-b6b5-3436bb111968,045fee61-a80f-4eae-b231-ced9946662eb,T,CA-2016-169194,TEC-AC-10002167,-519.6
137,2025-09-01,1653f37a-8ee9-4388-8724-a44863110712,1ee7dad9-5a4b-4fd4-ad58-cfaf3e7494d0,D,,,316.31
138,2025-09-01,f06925f1-20ff-472e-a137-31a92a5d1014,4a596068-e466-4a22-91c6-b4b069a7241c,T,CA-2016-110772,OFF-FA-10002983,-530.27
139,2025-09-01,11ed221a-b730-43de-ae36-1092033bc5d9,5b24c613-6252-41a2-9409-88cbcfe4bad2,T,CA-2014-167850,TEC-PH-10002398,-617.67
140,2025-09-01,30d3cd85-3af7-4eb7-81ed-534bcbcb312c,d2fcd3f2-1caa-4b72-bbf7-137c5e7ff3aa,T,US-2015-164175,FUR-CH-10001146,-809.64
141,2025-09-01,ee75adfe-49e0-4035-b2ea-cf7834c253d7,8f5b249a-4850-4787-b2ce-ee2e90ecde14,T,CA-2017-153339,FUR-FU-10001967,-582.57
142,2025-09-01,77403460-e6a1-4b37-883a-c421f3bb0b23,25ef73e9-b85e-463e-a82f-c2ce5569c878,T,CA-2015-124919,OFF-PA-10002254,-754.3
143,2025-09-01,b69fcf2c-0641-4b83-aa7b-16a0ff15ac19,fa24af66-c27a-47af-aadb-457cbe9372ed,T,US-2015-161991,TEC-PH-10001760,-208.69
144,2025-09-01,88d95e79-8a4f-4cf3-99e6-a41c5b7de2e8,384445c4-29cf-4421-add0-8e2afc055f7d,T,CA-2015-169397,OFF-FA-10000585,-589.89
145,2025-09-01,1e459285-dbcf-4bb9-8786-bb810e6282cf,2cd15521-f55e-4296-9a69-233d6af95839,T,CA-2017-155698,OFF-AP-10001124,-457.34
146,2025-09-01,7bbdc984-2365-45bb-80d3-3e07ac17e6e8,a50a59d1-f58d-4257-be6b-6f1d34152606,T,CA-2016-142902,OFF-LA-10000634,-692.3
147,2025-09-01,eaf61c3b-4d64-48a2-a196-d006c71f22b6,7e1cb13e-a9c0-4323-a567-23b7c61b797f,T,CA-2016-157749,FUR-FU-10000576,-183.1
148,2025-09-01,1ce8ed36-ba93-43fc-8015-7f1ba1efe410,17a6c6a2-cd40-44a8-9372-abb6dd7d3344,D,,,111.9
149,2025-09-01,34140a16-0fd5-45b1-b1e7-12f1c421bf67,6a430590-9349-4b43-bf32-a932e3728949,T,CA-2015-134782,OFF-EN-10001434,-950.31
150,2025-09-01,61eb42cc-3e5b-49ed-8909-4c16ba589753,e9af6305-120b-4f1c-8785-8be6f4c4a16e,T,CA-2016-157000,OFF-ST-10001328,-700.92
151,2025-09-01,db45361a-8c1a-4572-ba19-d7f8673ce12c,efd5e416-3658-45e6-a76b-471a47abcc5a,T,CA-2014-115259,OFF-EN-10002600,-867.6
152,2025-09-01,5c0b97c8-28de-4da2-bab7-d971edbc905e,dddfdf7e-6161-4175-b348-896497452092,T,CA-2014-167164,OFF-ST-10000107,-492.85
153,2025-09-01,ff89a16b-89a4-44fa-8ae6-c493bbd7d9e2,2e460c8a-49db-4487-b285-37ab07413f8e,T,US-2014-106992,TEC-MA-10003353,-838.74
154,2025-09-01,0b49ec32-d091-4182-a0e9-4622931f148b,479d073b-fa62-47ca-9e87-7e80b3e39635,T,CA-2015-102281,OFF-PA-10000061,-909.74
155,2025-09-01,1109f233-c1c0-4db2-97dd-387422f4fdd2,549013b1-e536-42c6-ab07-d5d714fd759b,T,CA-2016-113817,OFF-BI-10004002,-580.37
