,Merchant ID,Product ID,Category,Sub-Category,Product Name
74,US-2015-134026,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System
75,US-2017-118038,OFF-BI-10004182,Office Supplies,Binders,Economy Binders
76,US-2017-118038,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black"
77,US-2017-118038,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h"
78,US-2014-147606,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak"
79,CA-2016-127208,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators"
80,CA-2016-127208,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings
81,CA-2014-139451,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind"
82,CA-2014-139451,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black"
83,CA-2015-149734,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers
84,US-2017-119662,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving
85,CA-2017-140088,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair
86,CA-2017-155558,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired
87,CA-2017-155558,OFF-LA-10000134,Office Supplies,Labels,Avery 511
88,CA-2016-159695,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager
89,CA-2016-109806,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip
90,CA-2016-109806,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550
91,CA-2016-109806,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995
92,CA-2015-149587,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999
93,CA-2015-149587,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock"
94,CA-2015-149587,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers
95,US-2017-109484,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder
96,CA-2017-161018,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock
97,CA-2017-157833,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders
98,CA-2016-149223,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors
99,CA-2016-158568,OFF-PA-10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards
100,CA-2016-158568,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card
101,CA-2016-158568,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems
102,CA-2016-129903,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)
103,US-2015-156867,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard
104,US-2015-156867,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting"
105,US-2015-156867,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets"
106,CA-2017-119004,TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive
107,CA-2017-119004,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case
108,CA-2017-119004,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder
109,CA-2015-129476,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard
110,CA-2017-146780,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp
111,CA-2016-128867,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue"
112,CA-2016-128867,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders"
113,CA-2014-115259,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes"
114,CA-2014-115259,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2"
115,CA-2014-115259,OFF-PA-10004965,Office Supplies,Paper,Xerox 1921
116,CA-2014-115259,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White"
117,CA-2015-110457,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables
118,US-2015-136476,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine
119,CA-2016-103730,FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque
120,CA-2016-103730,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill
121,CA-2016-103730,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black"
122,CA-2016-103730,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes
123,CA-2016-103730,TEC-PH-10003875,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7
124,US-2014-152030,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair
125,US-2014-134614,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables
126,US-2017-107272,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels"
127,US-2017-107272,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black"
128,US-2016-125969,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black"
129,US-2016-125969,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets
130,US-2017-164147,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5
131,US-2017-164147,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916
132,US-2017-164147,OFF-FA-10002780,Office Supplies,Fasteners,Staples
133,CA-2016-145583,OFF-PA-10001804,Office Supplies,Paper,Xerox 195
134,CA-2016-145583,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880
135,CA-2016-145583,OFF-AR-10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box"
136,CA-2016-145583,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps
137,CA-2016-145583,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips
138,CA-2016-145583,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors
139,CA-2016-145583,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs
140,CA-2016-110366,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock"
141,CA-2017-106180,OFF-AR-10000940,Office Supplies,Art,Newell 343
142,CA-2017-106180,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes
143,CA-2017-106180,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911
144,CA-2017-155376,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators
145,CA-2015-110744,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving
146,CA-2014-110072,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock"
147,CA-2016-114489,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C
148,CA-2016-114489,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger
149,CA-2016-114489,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back"
150,CA-2016-114489,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers
151,CA-2016-158834,OFF-AP-10000326,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection
152,CA-2016-158834,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset
153,CA-2015-124919,OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes
154,CA-2015-124919,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883
155,CA-2015-124919,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black"
156,CA-2015-118948,OFF-AR-10001547,Office Supplies,Art,Newell 311
157,CA-2014-104269,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair
158,CA-2016-114104,OFF-LA-10002475,Office Supplies,Labels,Avery 519
159,CA-2016-114104,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone
160,CA-2016-162733,OFF-PA-10002751,Office Supplies,Paper,Xerox 1920
161,CA-2015-119697,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad
162,CA-2016-154508,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope
163,CA-2016-113817,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders
164,CA-2014-139892,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters
165,CA-2014-139892,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer
166,CA-2014-139892,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.
167,CA-2014-139892,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair
168,CA-2014-139892,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters
169,CA-2014-139892,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center
170,CA-2014-139892,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker
171,CA-2014-118962,OFF-PA-10000659,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”"
172,CA-2014-118962,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913
173,CA-2014-118962,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray"
174,US-2014-100853,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center
175,US-2014-100853,OFF-LA-10003148,Office Supplies,Labels,Avery 51
176,US-2017-152366,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection"
177,US-2015-101511,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton"
178,US-2015-101511,OFF-SU-10002189,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener
179,CA-2015-137225,OFF-AR-10001940,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count"
180,CA-2014-166191,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black"
181,CA-2014-166191,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB
182,CA-2014-158274,TEC-PH-10003273,Technology,Phones,AT&T TR1909W
183,CA-2014-158274,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile)
184,CA-2014-158274,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard
185,CA-2016-105018,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets
186,CA-2014-123260,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card
187,CA-2016-157000,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray"
188,CA-2016-157000,OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes
189,CA-2015-102281,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors"
190,CA-2015-102281,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink
191,CA-2015-102281,OFF-PA-10000061,Office Supplies,Paper,Xerox 205
192,CA-2015-102281,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors"
193,CA-2015-102281,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford
194,CA-2015-131457,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes
195,CA-2014-140004,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set"
196,CA-2014-140004,OFF-AR-10004027,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box"
197,CA-2017-107720,OFF-ST-10001414,Office Supplies,Storage,Decoflex Hanging Personal Folder File
198,US-2017-124303,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue"
199,US-2017-124303,OFF-PA-10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page"
200,CA-2017-105074,OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes
201,CA-2014-133690,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables
202,CA-2014-133690,OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack"
203,US-2017-116701,OFF-AP-10003217,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright
204,CA-2017-126382,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy"
205,CA-2017-108329,TEC-PH-10001918,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone
206,CA-2017-135860,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray"
207,CA-2017-135860,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone
208,CA-2017-135860,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels"
209,CA-2017-135860,OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head"
210,CA-2017-135860,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h"
211,CA-2015-101007,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB
212,CA-2015-146262,OFF-LA-10004544,Office Supplies,Labels,Avery 505
213,CA-2015-146262,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine
214,CA-2015-146262,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case
215,CA-2015-146262,TEC-MA-10000864,Technology,Machines,Cisco 9971 IP Video Phone Charcoal
216,CA-2015-146262,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive
217,CA-2016-130162,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray"
218,CA-2016-130162,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1
219,CA-2015-169397,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips
220,CA-2015-169397,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle"
221,CA-2015-169397,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers
222,CA-2015-169397,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock"
223,CA-2015-169397,TEC-MA-10001148,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder
224,CA-2015-169397,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners
225,CA-2015-163055,OFF-AR-10001026,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow"
226,CA-2015-163055,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables
227,CA-2015-163055,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest
228,US-2015-145436,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair
229,US-2015-145436,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo"
230,US-2014-156216,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems
231,US-2017-100930,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table
232,US-2017-100930,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops
233,US-2017-100930,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems
234,US-2017-100930,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49"""
235,US-2017-100930,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone
236,CA-2017-160514,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)
237,CA-2016-157749,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957
238,CA-2016-157749,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base
239,CA-2016-157749,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings
240,CA-2016-157749,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector
241,CA-2016-157749,FUR-TA-10002607,Furniture,Tables,KI Conference Tables
242,CA-2016-157749,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories
243,CA-2016-157749,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set"
244,CA-2014-131926,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair
245,CA-2014-131926,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart
246,CA-2014-131926,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book"
247,CA-2014-131926,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room
248,CA-2014-131926,OFF-PA-10000061,Office Supplies,Paper,Xerox 205
249,CA-2016-154739,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black"
250,CA-2016-145625,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page"
251,CA-2016-145625,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone
